CONTRACT,TENURE,TECHSUPPORT,INTERNETSERVICE,ONLINESECURITY,DEVICEPROTECTION,MONTHLYCHARGES,PAYMENTMETHOD,STREAMINGMOVIES,ONLINEBACKUP,CHURN
Two year,1,No internet service,No,No internet service,No internet service,20.35,Mailed check,No internet service,No internet service,0
Two year,12,No internet service,No,No internet service,No internet service,21.05,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,3,No,Fiber optic,No,No,94.6,Electronic check,Yes,No,1
Month-to-month,36,No,Fiber optic,No,No,94.7,Electronic check,Yes,Yes,0
Month-to-month,16,No,Fiber optic,Yes,No,94.25,Electronic check,Yes,No,1
One year,65,No,DSL,Yes,Yes,72.45,Credit card (automatic),Yes,Yes,1
Month-to-month,2,No,Fiber optic,No,No,74.95,Electronic check,No,Yes,0
Month-to-month,42,No,Fiber optic,Yes,Yes,105.2,Electronic check,Yes,No,1
Two year,72,Yes,Fiber optic,Yes,Yes,111.95,Bank transfer (automatic),Yes,Yes,0
Two year,62,No internet service,No,No internet service,No internet service,19.85,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,6,No,Fiber optic,No,No,89.75,Electronic check,No,Yes,0
Two year,48,No internet service,No,No internet service,No internet service,20.05,Mailed check,No internet service,No internet service,0
Two year,35,Yes,Fiber optic,Yes,Yes,108.95,Electronic check,Yes,No,0
One year,52,No internet service,No,No internet service,No internet service,19.65,Credit card (automatic),No internet service,No internet service,0
Month-to-month,1,No,DSL,No,No,24.9,Mailed check,No,No,0
Month-to-month,6,No,Fiber optic,No,No,82.85,Electronic check,No,No,1
Two year,71,Yes,DSL,Yes,Yes,93.2,Credit card (automatic),Yes,Yes,0
One year,67,No,Fiber optic,Yes,Yes,84.8,Bank transfer (automatic),No,Yes,0
One year,60,No,DSL,Yes,No,71.75,Electronic check,Yes,Yes,0
Month-to-month,23,Yes,DSL,No,No,30.35,Bank transfer (automatic),No,No,0
One year,39,Yes,DSL,No,Yes,54.85,Bank transfer (automatic),Yes,No,0
One year,15,No internet service,No,No internet service,No internet service,19.5,Mailed check,No internet service,No internet service,0
Month-to-month,53,No,Fiber optic,No,Yes,103.85,Electronic check,Yes,Yes,1
Two year,24,No internet service,No,No internet service,No internet service,24.2,Mailed check,No internet service,No internet service,0
Month-to-month,37,No internet service,No,No internet service,No internet service,19.35,Electronic check,No internet service,No internet service,0
Month-to-month,5,No,Fiber optic,No,No,83.6,Electronic check,Yes,Yes,1
One year,50,Yes,Fiber optic,No,No,100.65,Electronic check,Yes,No,0
One year,54,No,Fiber optic,No,Yes,94.1,Credit card (automatic),Yes,No,0
Month-to-month,3,No,Fiber optic,Yes,No,74.55,Electronic check,No,No,0
One year,68,Yes,Fiber optic,No,Yes,108.45,Electronic check,Yes,Yes,1
Month-to-month,5,Yes,DSL,No,Yes,56.15,Electronic check,No,No,0
Two year,33,No internet service,No,No internet service,No internet service,20.35,Mailed check,No internet service,No internet service,0
One year,41,No,DSL,No,Yes,80.55,Electronic check,Yes,Yes,0
One year,34,Yes,DSL,Yes,Yes,61.25,Mailed check,Yes,No,0
Month-to-month,13,No internet service,No,No internet service,No internet service,20.45,Mailed check,No internet service,No internet service,0
Month-to-month,20,No internet service,No,No internet service,No internet service,18.9,Credit card (automatic),No internet service,No internet service,0
Two year,51,No internet service,No,No internet service,No internet service,19.6,Credit card (automatic),No internet service,No internet service,0
Month-to-month,3,No,Fiber optic,No,No,91.5,Credit card (automatic),Yes,Yes,1
Month-to-month,41,No,DSL,No,No,45.2,Bank transfer (automatic),No,No,0
Month-to-month,13,No internet service,No,No internet service,No internet service,19.45,Credit card (automatic),No internet service,No internet service,0
Two year,35,No internet service,No,No internet service,No internet service,25.45,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,12,Yes,Fiber optic,Yes,No,80.85,Bank transfer (automatic),No,No,1
Month-to-month,4,Yes,Fiber optic,Yes,No,94.9,Mailed check,Yes,Yes,0
Month-to-month,43,No,DSL,No,Yes,49.05,Bank transfer (automatic),Yes,No,1
Month-to-month,12,Yes,DSL,No,No,29.3,Mailed check,No,No,0
Month-to-month,68,No,Fiber optic,No,Yes,105.3,Electronic check,Yes,Yes,1
Month-to-month,25,No,Fiber optic,No,No,88.95,Electronic check,No,Yes,1
One year,7,No internet service,No,No internet service,No internet service,20.25,Mailed check,No internet service,No internet service,0
One year,66,Yes,Fiber optic,No,Yes,110.85,Electronic check,Yes,Yes,1
One year,53,Yes,Fiber optic,Yes,Yes,110.5,Electronic check,Yes,Yes,0
Month-to-month,63,No,Fiber optic,Yes,Yes,109.4,Bank transfer (automatic),Yes,Yes,0
Two year,70,Yes,Fiber optic,Yes,Yes,114.2,Bank transfer (automatic),Yes,Yes,1
Month-to-month,27,No,DSL,No,No,36.5,Bank transfer (automatic),Yes,No,1
Month-to-month,1,No,Fiber optic,No,No,70.75,Mailed check,No,No,1
Month-to-month,5,No internet service,No,No internet service,No internet service,19.95,Mailed check,No internet service,No internet service,0
One year,37,No internet service,No,No internet service,No internet service,19.6,Mailed check,No internet service,No internet service,0
Month-to-month,3,No,DSL,No,Yes,40.15,Mailed check,No,No,1
Month-to-month,12,No,Fiber optic,No,No,76.6,Electronic check,No,No,0
One year,38,No internet service,No,No internet service,No internet service,19.6,Credit card (automatic),No internet service,No internet service,0
Month-to-month,9,No,Fiber optic,No,Yes,85.3,Credit card (automatic),Yes,No,0
Month-to-month,13,No,DSL,Yes,No,65.85,Electronic check,Yes,No,0
Month-to-month,29,No,Fiber optic,No,No,94.45,Electronic check,Yes,No,1
Two year,47,No internet service,No,No internet service,No internet service,20.05,Credit card (automatic),No internet service,No internet service,0
Month-to-month,61,Yes,Fiber optic,Yes,Yes,99.4,Bank transfer (automatic),No,No,0
Month-to-month,16,No internet service,No,No internet service,No internet service,20.0,Mailed check,No internet service,No internet service,0
Two year,41,Yes,DSL,Yes,No,78.45,Electronic check,Yes,Yes,0
Two year,43,No internet service,No,No internet service,No internet service,25.1,Electronic check,No internet service,No internet service,0
Month-to-month,36,No,Fiber optic,No,Yes,97.35,Bank transfer (automatic),No,Yes,1
Month-to-month,6,No,DSL,No,No,55.0,Electronic check,Yes,No,0
One year,58,Yes,DSL,Yes,Yes,71.1,Credit card (automatic),No,Yes,0
Month-to-month,19,Yes,DSL,No,No,61.55,Credit card (automatic),No,No,0
Month-to-month,11,No,DSL,No,No,45.9,Bank transfer (automatic),No,No,0
One year,39,Yes,DSL,Yes,No,40.3,Bank transfer (automatic),No,Yes,0
Month-to-month,8,No,Fiber optic,No,No,87.1,Electronic check,No,Yes,0
Month-to-month,26,No,DSL,No,No,49.5,Mailed check,No,No,0
Month-to-month,53,No,Fiber optic,No,No,73.8,Credit card (automatic),No,Yes,0
Two year,70,No internet service,No,No internet service,No internet service,19.2,Mailed check,No internet service,No internet service,0
Month-to-month,1,No,DSL,No,No,45.3,Mailed check,Yes,No,1
Two year,59,No internet service,No,No internet service,No internet service,25.0,Mailed check,No internet service,No internet service,0
Month-to-month,2,No,Fiber optic,No,Yes,94.95,Electronic check,Yes,No,1
One year,7,No,DSL,Yes,Yes,35.3,Mailed check,No,No,0
Month-to-month,12,No,DSL,No,No,44.55,Electronic check,No,No,1
One year,59,Yes,DSL,No,Yes,76.75,Credit card (automatic),Yes,Yes,0
Two year,61,Yes,DSL,No,Yes,81.0,Bank transfer (automatic),Yes,No,0
Two year,72,No,Fiber optic,Yes,Yes,105.55,Bank transfer (automatic),Yes,No,0
Month-to-month,13,No internet service,No,No internet service,No internet service,18.8,Mailed check,No internet service,No internet service,0
One year,64,No internet service,No,No internet service,No internet service,24.9,Mailed check,No internet service,No internet service,0
Month-to-month,1,No,DSL,No,No,23.45,Electronic check,No,No,1
One year,10,Yes,DSL,No,No,64.9,Mailed check,Yes,Yes,0
One year,65,No,DSL,Yes,Yes,61.35,Bank transfer (automatic),No,Yes,0
Two year,62,Yes,Fiber optic,Yes,Yes,113.95,Mailed check,Yes,Yes,0
One year,55,Yes,DSL,Yes,Yes,90.15,Electronic check,Yes,Yes,0
Month-to-month,25,No,DSL,No,No,54.1,Electronic check,No,Yes,0
Month-to-month,1,No,DSL,Yes,No,29.7,Mailed check,No,No,1
Month-to-month,1,No,DSL,Yes,No,49.8,Credit card (automatic),No,No,0
Month-to-month,59,No,Fiber optic,No,No,101.1,Electronic check,Yes,Yes,1
Two year,64,No internet service,No,No internet service,No internet service,24.4,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,36,No,Fiber optic,No,No,95.0,Bank transfer (automatic),Yes,No,0
Month-to-month,3,No,DSL,No,No,50.65,Mailed check,No,No,1
Two year,61,No,DSL,Yes,Yes,69.9,Mailed check,Yes,No,0
One year,26,No,DSL,No,No,39.95,Bank transfer (automatic),No,Yes,0
Month-to-month,1,No,DSL,No,No,55.4,Electronic check,Yes,No,1
Month-to-month,1,No,Fiber optic,No,No,90.6,Electronic check,No,Yes,1
Two year,68,No,Fiber optic,Yes,Yes,103.25,Credit card (automatic),Yes,Yes,0
Month-to-month,2,No,Fiber optic,No,No,86.85,Mailed check,No,No,1
Two year,72,Yes,Fiber optic,Yes,Yes,94.25,Bank transfer (automatic),No,Yes,0
Two year,71,Yes,DSL,No,Yes,47.05,Electronic check,Yes,No,0
Two year,57,No internet service,No,No internet service,No internet service,20.55,Credit card (automatic),No internet service,No internet service,0
Month-to-month,4,No internet service,No,No internet service,No internet service,19.65,Mailed check,No internet service,No internet service,0
Month-to-month,1,No,Fiber optic,No,No,70.2,Electronic check,No,No,0
Two year,72,Yes,DSL,Yes,Yes,81.0,Credit card (automatic),Yes,Yes,0
One year,21,No,DSL,Yes,No,75.9,Bank transfer (automatic),Yes,No,0
Two year,71,No internet service,No,No internet service,No internet service,24.7,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,29,No,Fiber optic,No,Yes,99.05,Bank transfer (automatic),Yes,No,1
Two year,69,Yes,Fiber optic,Yes,Yes,110.25,Credit card (automatic),Yes,No,0
Two year,64,Yes,DSL,Yes,Yes,85.0,Credit card (automatic),Yes,No,0
Month-to-month,16,No internet service,No,No internet service,No internet service,19.75,Credit card (automatic),No internet service,No internet service,0
One year,4,No internet service,No,No internet service,No internet service,23.9,Electronic check,No internet service,No internet service,0
One year,52,Yes,Fiber optic,Yes,No,111.25,Credit card (automatic),Yes,Yes,1
Month-to-month,2,No,DSL,Yes,Yes,55.1,Mailed check,No,No,1
Month-to-month,1,No internet service,No,No internet service,No internet service,19.95,Mailed check,No internet service,No internet service,0
Month-to-month,18,No,DSL,No,No,25.15,Mailed check,No,No,0
Month-to-month,2,No,DSL,No,No,54.15,Mailed check,No,Yes,0
Month-to-month,19,No,DSL,No,No,59.8,Mailed check,Yes,Yes,0
Month-to-month,40,No,Fiber optic,No,No,83.85,Bank transfer (automatic),Yes,No,0
One year,66,No,Fiber optic,No,Yes,104.9,Electronic check,Yes,Yes,0
Month-to-month,21,No,Fiber optic,No,No,75.3,Mailed check,No,No,0
Month-to-month,8,Yes,DSL,No,No,66.65,Electronic check,No,Yes,0
Two year,72,Yes,Fiber optic,Yes,Yes,109.5,Credit card (automatic),Yes,Yes,0
One year,48,Yes,DSL,No,Yes,73.85,Bank transfer (automatic),No,Yes,0
Two year,69,No internet service,No,No internet service,No internet service,19.3,Bank transfer (automatic),No internet service,No internet service,0
Two year,72,Yes,Fiber optic,Yes,Yes,118.2,Electronic check,Yes,Yes,0
One year,14,No,DSL,No,No,51.45,Credit card (automatic),No,Yes,0
Month-to-month,6,No,DSL,No,No,59.45,Electronic check,No,Yes,0
Two year,8,No internet service,No,No internet service,No internet service,19.5,Bank transfer (automatic),No internet service,No internet service,0
One year,17,No internet service,No,No internet service,No internet service,19.55,Mailed check,No internet service,No internet service,0
One year,65,Yes,Fiber optic,Yes,No,93.55,Electronic check,Yes,No,0
One year,57,Yes,DSL,Yes,Yes,59.3,Mailed check,No,No,0
Month-to-month,13,No,Fiber optic,No,Yes,102.25,Credit card (automatic),Yes,No,1
Month-to-month,19,No,Fiber optic,No,Yes,95.9,Credit card (automatic),Yes,No,1
One year,56,No,Fiber optic,Yes,Yes,109.8,Bank transfer (automatic),Yes,Yes,0
Month-to-month,14,No,Fiber optic,No,No,78.1,Electronic check,Yes,No,0
Month-to-month,52,No,DSL,Yes,No,39.9,Electronic check,Yes,No,0
Two year,58,Yes,DSL,Yes,Yes,64.9,Credit card (automatic),No,Yes,0
Month-to-month,47,Yes,Fiber optic,No,No,95.05,Electronic check,No,Yes,1
Month-to-month,67,Yes,DSL,No,Yes,53.4,Credit card (automatic),Yes,No,0
Month-to-month,2,No,DSL,No,No,24.9,Credit card (automatic),No,No,0
Month-to-month,6,No,DSL,No,No,44.7,Credit card (automatic),No,No,0
Two year,71,Yes,Fiber optic,Yes,Yes,114.0,Bank transfer (automatic),Yes,Yes,0
Two year,46,No internet service,No,No internet service,No internet service,20.25,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,5,Yes,DSL,Yes,No,53.85,Credit card (automatic),No,No,1
Month-to-month,67,No,Fiber optic,Yes,No,83.85,Bank transfer (automatic),No,Yes,0
Month-to-month,3,No internet service,No,No internet service,No internet service,20.2,Bank transfer (automatic),No internet service,No internet service,0
Month-to-month,3,No internet service,No,No internet service,No internet service,19.95,Mailed check,No internet service,No internet service,0
Month-to-month,52,No,Fiber optic,Yes,Yes,104.2,Electronic check,Yes,No,1
Month-to-month,42,No,DSL,No,No,50.25,Electronic check,No,No,1
One year,50,No internet service,No,No internet service,No internet service,20.35,Mailed check,No internet service,No internet service,0
Month-to-month,23,No,Fiber optic,Yes,No,90.0,Electronic check,Yes,Yes,0
Two year,67,Yes,DSL,Yes,Yes,54.2,Credit card (automatic),No,Yes,0
Month-to-month,25,No,Fiber optic,No,Yes,99.5,Electronic check,Yes,Yes,1
One year,39,No,Fiber optic,Yes,No,99.1,Mailed check,Yes,Yes,0
Two year,69,Yes,DSL,Yes,No,66.9,Mailed check,No,Yes,0
One year,1,No,DSL,No,No,25.85,Mailed check,No,No,0
Month-to-month,32,No,Fiber optic,No,No,91.05,Electronic check,Yes,No,0
Month-to-month,9,No,Fiber optic,No,No,71.0,Electronic check,No,No,1
Month-to-month,16,No,Fiber optic,No,Yes,93.2,Credit card (automatic),Yes,Yes,1
Two year,60,No internet service,No,No internet service,No internet service,20.95,Bank transfer (automatic),No internet service,No internet service,0
Two year,72,Yes,Fiber optic,No,Yes,109.2,Bank transfer (automatic),Yes,Yes,0
Month-to-month,5,No internet service,No,No internet service,No internet service,19.35,Mailed check,No internet service,No internet service,1
Month-to-month,26,No,Fiber optic,Yes,No,85.8,Credit card (automatic),No,No,0
Month-to-month,3,No internet service,No,No internet service,No internet service,19.85,Mailed check,No internet service,No internet service,1
Month-to-month,2,No internet service,No,No internet service,No internet service,19.65,Electronic check,No internet service,No internet service,0
One year,2,No internet service,No,No internet service,No internet service,20.5,Bank transfer (automatic),No internet service,No internet service,0
One year,36,Yes,DSL,Yes,Yes,89.65,Credit card (automatic),Yes,No,0
Month-to-month,7,No,Fiber optic,Yes,No,74.35,Mailed check,No,No,0
Two year,60,No,DSL,No,No,49.45,Credit card (automatic),Yes,Yes,0
Month-to-month,19,No,Fiber optic,No,No,89.1,Electronic check,Yes,Yes,0
Two year,45,Yes,DSL,Yes,Yes,75.15,Credit card (automatic),Yes,No,0
Month-to-month,4,No,Fiber optic,No,No,70.65,Electronic check,No,No,0
Month-to-month,31,Yes,Fiber optic,No,Yes,104.2,Electronic check,Yes,No,1
Month-to-month,47,No,Fiber optic,Yes,Yes,90.05,Electronic check,Yes,No,0
Month-to-month,1,No,Fiber optic,No,No,79.25,Electronic check,Yes,No,1
Month-to-month,1,No,DSL,No,No,44.9,Bank transfer (automatic),No,No,1
Month-to-month,1,No internet service,No,No internet service,No internet service,19.4,Credit card (automatic),No internet service,No internet service,0
Month-to-month,59,No,Fiber optic,No,Yes,88.75,Credit card (automatic),Yes,No,0
Month-to-month,10,No,Fiber optic,No,No,70.1,Electronic check,No,No,1
Month-to-month,35,No,Fiber optic,Yes,No,91.0,Credit card (automatic),Yes,No,0
Month-to-month,4,No,DSL,No,Yes,29.65,Electronic check,No,No,1
One year,32,No,Fiber optic,Yes,No,90.8,Electronic check,Yes,Yes,0
Month-to-month,43,No,Fiber optic,No,No,77.85,Electronic check,No,Yes,1
